kic,fits_count,download
5636937,17,Y
3097331,17,Y
4374669,14,Y
4650137,18,Y
9018449,17,Y
4180199,15,Y
5607395,17,Y
6037990,18,Y
7032218,18,Y
8807085,17,Y
4352328,18,Y
7174505,17,Y
5617535,18,Y
9881909,18,Y
6869313,17,Y
9772075,18,Y
5792656,18,Y
11764567,18,Y
6114387,18,Y
5360129,14,Y
11390941,15,Y
9935422,18,Y
3118883,17,Y
6701115,18,Y
10527793,17,Y
7868889,18,Y
6142919,18,Y
7907119,17,Y
8678457,18,Y
12207099,18,Y
5597406,14,Y
8873448,17,Y
5894044,17,Y
11086639,17,Y
6288970,14,Y
4273689,15,Y
2993589,17,Y
9656994,18,Y
12303977,17,Y
4142890,17,Y
12314646,17,Y
5878249,17,Y
3454720,14,Y
7974877,18,Y
5446068,18,Y
10536761,17,Y
7778826,17,Y
7966841,16,Y
7939565,17,Y
4054905,18,Y
11620425,17,Y
11774013,16,Y
7915824,17,Y
11565170,4,Y
8308526,18,Y
5523471,17,Y
5565606,17,Y
7880048,18,Y
5458882,14,Y
3429626,17,Y
6206885,16,Y
11190713,18,Y
8184075,17,Y
2297728,18,Y
6102338,13,Y
8142547,17,Y
5599911,13,Y
8692983,18,Y
2713086,17,Y
8230025,18,Y
5521451,17,Y
5560747,18,Y
9955177,17,Y
4756776,15,Y
6222529,18,Y
11551404,15,Y
6187639,14,Y
4569930,15,Y
10412044,14,Y
9016344,18,Y
11619189,17,Y
7916140,14,Y
7266428,18,Y
9790034,15,Y
11152625,15,Y
5480528,17,Y
7281979,18,Y
6222079,18,Y
11244980,17,Y
7281838,16,Y
8125652,17,Y
11662738,17,Y
8619436,17,Y
7664485,18,Y
8507979,18,Y
10909367,14,Y
3852116,17,Y
6692180,17,Y
5201676,14,Y
3629473,18,Y
3849354,18,Y
7107430,18,Y
10931507,14,Y
8429528,18,Y
5288937,15,Y
10621643,14,Y
3763058,14,Y
9279763,18,Y
6445116,18,Y
10724379,17,Y
9405865,18,Y
12066447,18,Y
4863614,18,Y
11623878,18,Y
7553237,18,Y
11921886,17,Y
10877367,15,Y
3942392,18,Y
9268249,17,Y
9414097,17,Y
7465605,17,Y
6608436,17,Y
8774912,16,Y
10752318,14,Y
11971494,18,Y
5098150,17,Y
9487994,18,Y
2584879,18,Y
3945791,18,Y
7620801,18,Y
4139351,18,Y
8396184,18,Y
6507888,17,Y
6691930,17,Y
8144647,17,Y
6381306,18,Y
4476186,15,Y
7582608,18,Y
8580320,17,Y
9391395,18,Y
8579615,18,Y
7459173,18,Y
5219484,17,Y
3648000,17,Y
4864462,17,Y
11708843,17,Y
9588946,17,Y
5088084,17,Y
6430841,16,Y
9407581,17,Y
9549091,18,Y
9245855,17,Y
4474484,15,Y
3935499,17,Y
7620654,18,Y
3864122,14,Y
6522800,18,Y
7592133,17,Y
11968008,17,Y
11912947,14,Y
7533425,18,Y
6621280,17,Y
5297343,18,Y
10959320,18,Y
6437385,18,Y
5254176,2,Y
7668911,18,Y
5302881,18,Y
6302008,17,Y
6529378,16,Y
5286045,14,Y
5295670,18,Y
3847077,17,Y
3832966,18,Y
5200521,15,Y
4067894,13,Y
11856076,15,Y
5794197,18,Y
10614890,11,Y
7551695,17,Y
9517991,17,Y
6441258,18,Y
8390826,14,Y
10989281,14,Y
8588031,17,Y
10264728,18,Y
4471379,15,Y
2581964,4,Y
11390838,15,Y
9872330,17,Y
5774743,14,Y
4269332,14,Y
5395645,17,Y
5021374,14,Y
6801692,14,Y
5521373,17,Y
11653381,13,Y
7685408,18,Y
5895238,18,Y
11233743,15,Y
4768668,17,Y
5531281,17,Y
9700145,18,Y
8416152,17,Y
5217288,17,Y
7871438,17,Y
10734935,18,Y
12258055,17,Y
4255732,17,Y
5553183,18,Y
9216367,18,Y
11014282,18,Y
3340807,18,Y
6224062,17,Y
11075456,14,Y
10597648,17,Y
4667989,15,Y
7898071,17,Y
3356799,14,Y
9413885,17,Y
7106648,18,Y
11612611,18,Y
8979190,18,Y
11307603,18,Y
11140501,18,Y
5535792,18,Y
5176547,17,Y
7281825,17,Y
9099927,18,Y
12784183,17,Y
7135042,17,Y
2714887,17,Y
5737104,17,Y
4349043,17,Y
3348714,17,Y
6153673,17,Y
9597882,17,Y
10165244,14,Y
9242383,18,Y
5181824,18,Y
7740188,18,Y
5309078,18,Y
10934556,15,Y
8292758,17,Y
6067817,18,Y
4919243,18,Y
9456920,18,Y
7957710,18,Y
8812627,16,Y
5355850,18,Y
9150539,17,Y
5219580,17,Y
9598005,16,Y
8431229,18,Y
6752578,17,Y
9116222,18,Y
10515995,17,Y
2141387,18,Y
3757709,15,Y
6468987,18,Y
4919145,18,Y
9401856,18,Y
10934543,15,Y
9095110,14,Y
8183622,18,Y
6138109,18,Y
11186775,17,Y
4995953,17,Y
6425928,13,Y
11246246,16,Y
8811811,17,Y
3728906,18,Y
7117284,18,Y
7117293,17,Y
8182857,17,Y
8776920,18,Y
8814775,17,Y
11032573,17,Y
3339702,17,Y
10975238,17,Y
12599998,17,Y
7362628,9,Y
7362587,18,Y
10155816,15,Y
10483062,14,Y
9754973,18,Y
11146627,5,Y
5630212,14,Y
10416779,15,Y
8387281,6,Y
5392413,17,Y
10389121,17,Y
8264274,17,Y
5893839,17,Y
5558085,17,Y
11186837,17,Y
4349612,17,Y
11974942,18,Y
4851304,15,Y
8264287,15,Y
11871236,9,Y
1720673,17,Y
9408035,18,Y
8058211,17,Y
7017392,18,Y
10753210,15,Y
11555805,8,Y
8452639,17,Y
9220002,17,Y
6865416,17,Y
11822156,14,Y
6947064,18,Y
3557532,14,Y
7919763,17,Y
4756040,15,Y
12117857,17,Y
6720889,18,Y
7708418,18,Y
10933943,15,Y
6426158,14,Y
9343888,18,Y
5192090,14,Y
12268579,18,Y
3765091,14,Y
7699331,18,Y
3561700,5,Y
5807415,18,Y
8524712,17,Y
11126267,14,Y
3437940,18,Y
9158038,17,Y
8259835,18,Y
9150012,18,Y
5785906,17,Y
2968811,18,Y
6756481,14,Y
1573138,17,Y
5387183,17,Y
6549597,17,Y
7222939,14,Y
6696381,18,Y
8881883,18,Y
11913095,17,Y
8907769,18,Y
6388443,17,Y
8315394,17,Y
8476245,18,Y
5254896,13,Y
7917485,18,Y
9760994,18,Y
8197220,18,Y
9138695,17,Y
5866001,18,Y
4737595,17,Y
9639455,17,Y
11520793,18,Y
6065699,17,Y
6443122,18,Y
3659186,13,Y
4588073,18,Y
11723926,18,Y
8264617,17,Y
5034039,18,Y
8572338,17,Y
10671402,14,Y
5426665,13,Y
8044516,17,Y
10220756,15,Y
8365196,17,Y
3749404,18,Y
11804076,14,Y
6050127,17,Y
8611876,17,Y
8264550,17,Y
6535050,18,Y
9305136,17,Y
8447096,13,Y
4174461,14,Y
6535319,14,Y
5710376,4,Y
11127641,15,Y
11413380,17,Y
7465661,17,Y
8154223,18,Y
9364543,17,Y
5531657,18,Y
7198817,18,Y
10534150,18,Y
10817620,14,Y
7798924,18,Y
8564695,18,Y
5475645,17,Y
8588940,18,Y
7200092,18,Y
9226439,17,Y
3847822,18,Y
8702874,18,Y
11671226,18,Y
9392349,17,Y
10744342,14,Y
1434660,18,Y
6699023,17,Y
8982583,18,Y
10865206,17,Y
2438151,17,Y
12109430,18,Y
3544878,17,Y
6203421,17,Y
4263127,18,Y
5881893,8,Y
10657634,18,Y
4681067,14,Y
4649344,17,Y
9203478,17,Y
10161873,14,Y
5220979,18,Y
9278696,18,Y
6966132,17,Y
8505554,17,Y
5516671,13,Y
3759974,13,Y
5212696,17,Y
5651181,18,Y
12406908,18,Y
7461375,18,Y
10533616,18,Y
11708170,18,Y
8680857,8,Y
7041041,8,Y
7461436,17,Y
7869590,18,Y
8905010,18,Y
8365058,17,Y
6765575,18,Y
7191311,17,Y
4370956,15,Y
8892124,17,Y
4846150,14,Y
2310284,17,Y
11454304,18,Y
10647611,18,Y
11772510,18,Y
5786154,18,Y
2988783,17,Y
2987160,17,Y
10526648,17,Y
6611419,14,Y
3540728,18,Y
8161798,18,Y
9550833,18,Y
5039684,17,Y
10146539,17,Y
6019416,14,Y
9773512,18,Y
7200012,16,Y
9965121,14,Y
6776331,18,Y
9368424,14,Y
9936518,16,Y
6960592,17,Y
3633545,17,Y
5904622,18,Y
8019250,18,Y
12602335,18,Y
3858086,15,Y
11137723,14,Y
3539632,18,Y
9239124,17,Y
5560731,18,Y
5556241,17,Y
10263800,18,Y
9395205,17,Y
4557777,18,Y
6775034,17,Y
12691831,17,Y
10336674,17,Y
3938354,17,Y
8690471,10,Y
6752876,18,Y
10281890,18,Y
9301183,18,Y
7679979,17,Y
8038609,17,Y
5480766,17,Y
6034120,17,Y
10793443,17,Y
5821165,18,Y
9269688,17,Y
8264708,17,Y
5726667,18,Y
3967085,15,Y
3967219,14,Y
12102573,15,Y
5730867,17,Y
5304184,18,Y
5450503,18,Y
3945784,18,Y
11081377,18,Y
5772452,14,Y
8351778,18,Y
10603977,17,Y
5891708,18,Y
10681550,15,Y
3730390,17,Y
8460081,18,Y
9848641,15,Y
5476835,17,Y
8176634,18,Y
5647463,17,Y
6114118,14,Y
9238899,17,Y
7591386,17,Y
8521098,17,Y
10666510,18,Y
7691547,17,Y
9636300,16,Y
12203662,17,Y
3528198,18,Y
5093223,18,Y
9304797,15,Y
6548898,17,Y
8125219,17,Y
8950675,18,Y
9362445,18,Y
6704889,16,Y
5705927,18,Y
5607052,17,Y
4932663,14,Y
5121915,18,Y
7036755,17,Y
5450166,18,Y
7032429,17,Y
8180062,17,Y
6128330,2,Y
3962715,14,Y
7661222,17,Y
5480273,17,Y
4378554,14,Y
6697609,18,Y
8188360,17,Y
4743189,17,Y
4171302,15,Y
12365719,17,Y
8825177,17,Y
7816137,17,Y
8610168,17,Y
10422252,14,Y
8749284,14,Y
7281951,14,Y
10402172,17,Y
4814290,13,Y
6206694,18,Y
7046148,17,Y
8374396,18,Y
4377638,15,Y
4679562,18,Y
7533694,18,Y
3440074,18,Y
8396901,17,Y
10978008,18,Y
8226464,18,Y
8226542,18,Y
9945771,17,Y
5769403,13,Y
3747373,18,Y
7903259,18,Y
8959087,17,Y
9791381,15,Y
6207535,17,Y
10799767,17,Y
4271930,15,Y
9487871,18,Y
7886049,17,Y
7902693,17,Y
6527579,17,Y
9713986,17,Y
8264588,18,Y
9426817,18,Y
10398088,18,Y
6206627,18,Y
10711066,4,Y
10537907,18,Y
5476448,17,Y
8264543,17,Y
8038679,17,Y
5782376,16,Y
6954721,18,Y
9725543,14,Y
10417984,13,Y
11495571,15,Y
10130954,18,Y
5784256,17,Y
9716385,18,Y
3849414,18,Y
12069252,18,Y
5869301,14,Y
3849415,14,Y
5271224,18,Y
6530792,14,Y
11870769,17,Y
7840502,18,Y
12120077,18,Y
1849235,18,Y
6195999,17,Y
7039688,18,Y
10863286,18,Y
1160891,18,Y
7282078,17,Y
7938180,17,Y
5201756,15,Y
7907983,18,Y
4731916,18,Y
7900137,14,Y
10422030,14,Y
6510289,17,Y
4774574,14,Y
3340360,17,Y
4380558,14,Y
6020848,14,Y
2692704,17,Y
9479539,11,Y
9845323,15,Y
5709664,18,Y
5727396,18,Y
5617102,18,Y
6469690,16,Y
4665568,14,Y
5023338,14,Y
8842494,17,Y
8104065,17,Y
7104854,17,Y
12505621,17,Y
8518402,4,Y
5038443,14,Y
12647070,18,Y
5641933,18,Y
5649301,17,Y
893647,17,Y
11468870,17,Y
5088308,18,Y
10851035,15,Y
10252131,18,Y
6936046,17,Y
8247608,18,Y
9048949,18,Y
8509620,17,Y
6039039,18,Y
2162268,14,Y
9953617,18,Y
3097912,18,Y
10990083,15,Y
10341755,17,Y
8235991,18,Y
8022670,18,Y
11918550,18,Y
2860851,18,Y
7109598,19,Y
10802309,18,Y
9825598,18,Y
6590363,17,Y
2142183,17,Y
8180361,17,Y
6302655,18,Y
7848068,18,Y
3442058,18,Y
9838483,18,Y
8776850,18,Y
7133807,17,Y
7300623,18,Y
4773133,18,Y
6222884,17,Y
3456780,15,Y
7902097,18,Y
8161825,18,Y
5552801,17,Y
9273791,18,Y
6762923,17,Y
3443221,17,Y
8380389,18,Y
9529073,18,Y
8307889,14,Y
6946871,18,Y
8379833,18,Y
9667584,15,Y
8415004,17,Y
9466312,17,Y
7696284,17,Y
7973867,17,Y
8440076,16,Y
5387211,17,Y
9453452,18,Y
8173017,18,Y
5870047,18,Y
9651313,4,Y
8511137,18,Y
8359671,18,Y
9673483,17,Y
7137952,18,Y
9788612,15,Y
6392244,17,Y
7663830,17,Y
8098120,17,Y
11821140,18,Y
4995948,17,Y
9267997,18,Y
6715434,16,Y
10482387,15,Y
9471846,18,Y
10815729,14,Y
6367365,14,Y
6547641,17,Y
8521020,18,Y
10978948,18,Y
3661206,14,Y
5649964,18,Y
8028916,4,Y
5900574,18,Y
6048137,18,Y
6105113,14,Y
8265068,17,Y
12166457,18,Y
5106731,14,Y
9542697,14,Y
9655155,18,Y
3866552,14,Y
8160546,18,Y
11807603,18,Y
6307077,17,Y
11620101,18,Y
7778838,18,Y
10735279,17,Y
9413335,18,Y
8233797,17,Y
8546579,17,Y
6949512,14,Y
6949494,17,Y
9398382,16,Y
5177020,18,Y
5722895,17,Y
8713594,17,Y
9406652,17,Y
3831746,17,Y
1724222,18,Y
6214033,18,Y
9532644,18,Y
5256372,14,Y
6688398,14,Y
2708787,17,Y
6435767,17,Y
1873543,17,Y
11395936,15,Y
7699056,18,Y
5001655,17,Y
4181749,11,Y
4075685,15,Y
3103752,17,Y
3634755,18,Y
9581885,17,Y
7418359,17,Y
7211157,17,Y
8323096,18,Y
7595928,17,Y
7008221,18,Y
8677034,18,Y
9897464,17,Y
3455094,14,Y
8760767,18,Y
7292582,17,Y
6468721,17,Y
9490506,18,Y
11622535,18,Y
8499639,18,Y
8330102,17,Y
7350496,18,Y
9456932,17,Y
5645788,18,Y
2442118,18,Y
11922283,18,Y
9892624,18,Y
8499900,18,Y
7538950,18,Y
8127495,17,Y
11414728,14,Y
5281619,14,Y
9350690,14,Y
3441159,18,Y
6225816,18,Y
3855001,17,Y
10748029,11,Y
5221138,18,Y
8249139,17,Y
11807397,18,Y
11924179,9,Y
11961075,17,Y
7624741,18,Y
8389052,17,Y
7540965,17,Y
2693450,18,Y
10330818,18,Y
10141087,2,Y
10347630,18,Y
11229003,18,Y
1722506,17,Y
9306597,17,Y
4661660,15,Y
11717648,17,Y
11087095,17,Y
9458754,18,Y
8560867,18,Y
7221584,18,Y
7549852,18,Y
7294598,18,Y
7138415,18,Y
5115335,14,Y
7138446,17,Y
10670920,14,Y
11554998,18,Y
11713701,14,Y
8244757,18,Y
5396950,17,Y
9469775,17,Y
7302972,17,Y
11961072,18,Y
10272747,18,Y
12690208,16,Y
11288686,15,Y
6366501,18,Y
7819024,17,Y
10345921,14,Y
7211635,14,Y
9612178,18,Y
7818940,18,Y
9826562,18,Y
5892538,17,Y
9833666,18,Y
9659036,17,Y
4646159,17,Y
4074388,15,Y
11144765,18,Y
10226448,14,Y
1573174,17,Y
8848942,17,Y
6280902,18,Y
11612249,16,Y
4252716,18,Y
9655978,12,Y
8740898,17,Y
11612274,18,Y
4481700,14,Y
7703305,18,Y
10337323,18,Y
5822633,17,Y
11031512,18,Y
5130023,17,Y
4454890,18,Y
11092597,18,Y
8004558,18,Y
7060736,17,Y
11610797,18,Y
11824964,18,Y
6614892,18,Y
8362899,10,Y
7698258,17,Y
8430119,17,Y
12020365,18,Y
4059416,18,Y
11284505,15,Y
4819423,17,Y
3731292,18,Y
8818497,18,Y
8977559,17,Y
5905878,18,Y
3326428,18,Y
10328375,17,Y
4819301,18,Y
9215841,17,Y
10918016,17,Y
8257134,14,Y
5479800,17,Y
11862915,18,Y
3441906,17,Y
8682921,18,Y
4157933,18,Y
4066898,15,Y
3848645,8,Y
7842621,18,Y
11654267,15,Y
2308761,18,Y
4454810,18,Y
3330688,18,Y
10528093,18,Y
7761855,18,Y
9226540,17,Y
4920178,15,Y
11033205,17,Y
8463118,17,Y
9171954,18,Y
4758595,15,Y
8517378,16,Y
9691311,12,Y
4373146,14,Y
8822612,17,Y
4919818,18,Y
12121936,18,Y
9011963,17,Y
7966985,17,Y
9019435,17,Y
8940640,18,Y
6115025,18,Y
12258225,17,Y
4936644,11,Y
11753767,15,Y
11243149,18,Y
9405969,18,Y
2557669,17,Y
9653110,18,Y
3247777,15,Y
9832545,2,Y
8604805,17,Y
3222104,18,Y
5374279,15,Y
2579147,17,Y
7889496,17,Y
6544977,18,Y
4660691,14,Y
6219684,18,Y
8460993,18,Y
2452185,17,Y
7732458,18,Y
5461756,14,Y
2995931,17,Y
9161894,17,Y
11147271,17,Y
8095028,18,Y
9111056,18,Y
11769929,18,Y
9157001,17,Y
10470309,17,Y
9345924,17,Y
11343461,7,Y
3459079,13,Y
9304409,18,Y
9201644,18,Y
7778980,18,Y
10973465,17,Y
7974032,18,Y
8329629,18,Y
7115499,17,Y
5567711,17,Y
9950201,14,Y
6586052,14,Y
4926962,15,Y
11700370,15,Y
10467629,17,Y
7905683,17,Y
9182355,18,Y
6450625,17,Y
6365080,18,Y
11710139,17,Y
6429742,18,Y
6389396,17,Y
8481006,18,Y
9899416,18,Y
5597401,13,Y
9549688,18,Y
8565683,17,Y
4825832,16,Y
4174717,11,Y
9572988,4,Y
8126422,18,Y
9953508,18,Y
5395490,16,Y
6365076,17,Y
11656492,18,Y
7041856,18,Y
7282194,17,Y
5708815,18,Y
8630254,18,Y
9268481,17,Y
5391416,18,Y
11124904,15,Y
8481420,18,Y
6423857,13,Y
7597771,17,Y
6692320,14,Y
12117276,18,Y
5385792,17,Y
5706988,17,Y
5990915,18,Y
4249702,18,Y
7345363,17,Y
3634384,18,Y
5703256,18,Y
6022792,14,Y
6289468,18,Y
2285420,18,Y
5724440,18,Y
4145040,9,Y
2307533,18,Y
7765762,17,Y
6721586,18,Y
8396259,18,Y
5614003,17,Y
8454353,17,Y
8423343,17,Y
6129451,17,Y
6302589,18,Y
4949187,17,Y
8816310,18,Y
8265204,18,Y
7122746,18,Y
9606739,15,Y
9051650,18,Y
5350598,18,Y
4850499,11,Y
7200050,17,Y
8374582,17,Y
6953069,17,Y
3457192,14,Y
2558488,18,Y
6269092,14,Y
3548449,18,Y
9300946,18,Y
9083354,8,Y
7760869,17,Y
5219533,18,Y
5616194,2,Y
6806122,17,Y
6065934,17,Y
9791509,15,Y
8112006,17,Y
8042044,17,Y
2442866,17,Y
8506388,18,Y
8777843,17,Y
8619915,17,Y
4484271,14,Y
9895857,17,Y
10215038,18,Y
5537188,18,Y
4952226,18,Y
11141200,18,Y
5284647,15,Y
12470709,17,Y
11924025,16,Y
11818232,17,Y
5879187,18,Y
5881213,17,Y
6632435,17,Y
8324293,17,Y
6438216,17,Y
7282085,17,Y
9892749,18,Y
10618475,14,Y
7188204,17,Y
12305407,18,Y
9239681,18,Y
8456774,18,Y
1570924,17,Y
3866709,14,Y
5966921,17,Y
7040897,18,Y
6065651,18,Y
4820642,17,Y
7031824,17,Y
10664703,18,Y
10813970,15,Y
3119250,18,Y
7660542,17,Y
6387311,18,Y
11569628,17,Y
9204718,18,Y
8103917,18,Y
5801452,15,Y
3735720,18,Y
7467518,18,Y
6862920,18,Y
12602250,18,Y
4048494,18,Y
9591519,17,Y
3120057,18,Y
5866555,18,Y
10678817,14,Y
2013754,17,Y
9006206,18,Y
4774208,17,Y
6380544,18,Y
4264634,17,Y
6386823,18,Y
8256643,17,Y
4774321,17,Y
9178929,18,Y
8715392,18,Y
6148704,18,Y
9905648,15,Y
4456940,18,Y
6380593,18,Y
4048488,17,Y
4179972,15,Y
2996903,18,Y
5479821,18,Y
7031714,18,Y
2450944,16,Y
5792900,18,Y
6778063,18,Y
8749147,17,Y
3945892,18,Y
11972526,18,Y
9491339,16,Y
12053628,15,Y
7770256,18,Y
1162339,17,Y
5198246,14,Y
8389838,17,Y
8650819,8,Y
8569986,18,Y
1571152,18,Y
11550428,11,Y
4279066,15,Y
11413125,18,Y
11506768,18,Y
10253943,18,Y
8362880,9,Y
8522497,17,Y
12069786,18,Y
11618998,17,Y
7658578,18,Y
6685533,17,Y
4355012,18,Y
6763067,17,Y
7106205,18,Y
9771266,17,Y
8374905,17,Y
5393589,18,Y
8542993,18,Y
8907597,17,Y
4038095,17,Y
8496367,18,Y
8824602,18,Y
9526946,18,Y
11658996,17,Y
7032727,17,Y
5263749,18,Y
10776918,17,Y
9909362,15,Y
8095321,18,Y
8174292,16,Y
9774357,18,Y
5513266,13,Y
8431611,2,Y
8175404,18,Y
6366512,18,Y
7107311,17,Y
3952623,18,Y
8112039,18,Y
7621759,17,Y
8123377,18,Y
5016873,15,Y
1872948,18,Y
5632110,11,Y
8322243,17,Y
6039095,14,Y
3234139,18,Y
12783196,16,Y
7758029,18,Y
12207432,17,Y
3452996,14,Y
5737902,18,Y
7748238,18,Y
5467531,17,Y
6720720,18,Y
8751056,18,Y
7748220,17,Y
1162150,18,Y
4850763,13,Y
8840083,18,Y
4850843,14,Y
10814863,15,Y
10220707,15,Y
7624629,18,Y
9541573,11,Y
10749793,15,Y
8894773,17,Y
6381128,18,Y
10556064,14,Y
7902035,18,Y
8397426,18,Y
7269623,18,Y
6527363,18,Y
9265050,18,Y
2158190,18,Y
5563289,18,Y
9701423,18,Y
3456198,15,Y
7292626,18,Y
5296692,17,Y
8458662,18,Y
11390683,14,Y
8773961,18,Y
8458690,18,Y
5037568,18,Y
7513516,18,Y
7585445,18,Y
11874676,18,Y
5560472,14,Y
6223256,17,Y
4064365,14,Y
5284217,14,Y
9163458,17,Y
4457475,17,Y
5284283,15,Y
9704431,16,Y
6128841,17,Y
5644758,14,Y
9614124,17,Y
4580484,15,Y
5383476,17,Y
5475187,17,Y
11572263,18,Y
10749745,14,Y
5108514,14,Y
2710406,18,Y
7287786,17,Y
3650040,18,Y
5721628,17,Y
2715398,14,Y
8845206,17,Y
5902653,18,Y
11972294,18,Y
5733972,17,Y
8516008,17,Y
9077192,17,Y
9579818,18,Y
4139673,1,Y
12314750,18,Y
6789950,17,Y
5727773,17,Y
5651327,18,Y
9084222,17,Y
12350399,17,Y
9353572,18,Y
9726020,15,Y
10724625,17,Y
7838889,18,Y
5903242,17,Y
6065823,17,Y
4736562,18,Y
11564882,17,Y
7008200,18,Y
11442353,15,Y
3337002,18,Y
6543496,17,Y
7834612,18,Y
11771931,18,Y
7601917,18,Y
7031515,14,Y
7458697,18,Y
7031477,17,Y
4253413,18,Y
8779047,17,Y
10484808,15,Y
7200014,18,Y
7135545,17,Y
6385943,17,Y
11572490,18,Y
8493159,18,Y
7617709,18,Y
4931390,15,Y
4170631,15,Y
7839003,18,Y
9714209,18,Y
6471244,17,Y
5564600,18,Y
7033044,17,Y
7428489,18,Y
8959769,18,Y
3964128,15,Y
4733003,18,Y
4938281,15,Y
9966915,14,Y
2853320,17,Y
4553072,17,Y
5940490,14,Y
6230532,17,Y
6183128,13,Y
9246481,18,Y
8196903,18,Y
8394756,18,Y
10532561,18,Y
9813965,17,Y
6268890,14,Y
4548551,18,Y
8524464,18,Y
5866098,18,Y
11031746,17,Y
2860930,17,Y
3642713,18,Y
10991155,3,Y
9570305,17,Y
10663294,18,Y
5010302,18,Y
11662513,18,Y
8490255,18,Y
5770769,13,Y
5650341,17,Y
8446738,18,Y
10675762,15,Y
10130853,18,Y
10818065,14,Y
7281947,17,Y
8263926,18,Y
10285114,15,Y
3346027,18,Y
5479538,18,Y
5301474,18,Y
8780205,18,Y
8233314,17,Y
11708238,18,Y
8639063,18,Y
7830684,18,Y
8240396,17,Y
3346631,17,Y
2285586,18,Y
12356051,17,Y
8494533,17,Y
2285548,17,Y
3098015,18,Y
5007640,17,Y
6937257,17,Y
11232111,15,Y
9767486,17,Y
6041680,17,Y
8482263,17,Y
6211547,18,Y
8162830,17,Y
3654076,15,Y
10790838,17,Y
8091757,18,Y
10403036,18,Y
6070714,17,Y
5480114,17,Y
4181421,14,Y
7448057,14,Y
9045002,17,Y
6974111,18,Y
11772971,18,Y
1572114,16,Y
2696217,18,Y
9835416,18,Y
5478788,17,Y
11520274,16,Y
11414527,18,Y
8878567,18,Y
5392723,17,Y
4581540,14,Y
2021100,8,Y
8613594,18,Y
5603049,15,Y
7848303,17,Y
4647763,18,Y
8712155,17,Y
3970621,14,Y
8264404,18,Y
5357275,18,Y
8573459,17,Y
8981446,17,Y
10398659,17,Y
8643851,17,Y
10683367,11,Y
5650699,17,Y
5823587,17,Y
10087801,15,Y
2583153,18,Y
12004872,14,Y
7532880,18,Y
10793114,18,Y
8817759,17,Y
2988145,18,Y
11819949,18,Y
8836388,16,Y
7117585,17,Y
3967523,14,Y
11357670,18,Y
2832753,18,Y
6143929,17,Y
11189284,18,Y
3534192,18,Y
3631162,18,Y
6963815,18,Y
8316195,18,Y
8308911,17,Y
10068482,18,Y
5614247,17,Y
2857323,17,Y
9835765,18,Y
11285767,15,Y
10976930,18,Y
8264635,17,Y
7904418,18,Y
8411693,18,Y
10427996,15,Y
5164650,14,Y
6100702,14,Y
5977646,18,Y
7258024,17,Y
10925227,9,Y
11968439,18,Y
8805293,17,Y
7041512,17,Y
6309129,18,Y
5535029,13,Y
8874266,17,Y
8311110,18,Y
6715809,18,Y
12109630,18,Y
9369547,18,Y
2992668,17,Y
7116632,14,Y
6145098,18,Y
4917213,18,Y
7041634,17,Y
11920526,17,Y
7943602,17,Y
9656741,18,Y
11920468,16,Y
3454731,15,Y
9243671,18,Y
8591404,18,Y
7281503,14,Y
3443127,18,Y
10317398,17,Y
8695156,18,Y
4851089,11,Y
8442720,18,Y
8818095,18,Y
8265993,18,Y
4141670,18,Y
6294889,17,Y
5217339,17,Y
10224920,15,Y
10549415,14,Y
12254419,18,Y
4847411,15,Y
3430610,18,Y
6842139,14,Y
7198959,2,Y
10132618,18,Y
10983635,17,Y
8076634,17,Y
5212962,18,Y
4577969,14,Y
5530806,14,Y
8429170,18,Y
4672045,15,Y
4920125,18,Y
8518426,17,Y
7007169,16,Y
3425756,17,Y
11498764,15,Y
9693282,18,Y
10729645,18,Y
6116129,17,Y
12104951,17,Y
5305128,17,Y
9718378,18,Y
8523427,17,Y
10449542,17,Y
11284185,14,Y
4048168,17,Y
6369539,18,Y
5793552,17,Y
8424446,18,Y
6442060,18,Y
7538839,18,Y
8106272,14,Y
4079482,15,Y
2168420,17,Y
10532030,17,Y
4633458,14,Y
9032551,18,Y
12885086,18,Y
6694649,18,Y
10293818,15,Y
2833709,17,Y
2306463,18,Y
2581674,18,Y
3238073,18,Y
12307309,18,Y
1865567,18,Y
8327158,18,Y
10395652,18,Y
9895269,18,Y
8329062,18,Y
10537061,17,Y
11013608,18,Y
11508397,18,Y
11770258,17,Y
12115810,17,Y
6119788,18,Y
8396113,17,Y
8625249,3,Y
7548259,18,Y
7280785,17,Y
1434800,17,Y
7870746,17,Y
5699171,15,Y
7672492,17,Y
9306095,18,Y
6387895,18,Y
12169181,18,Y
9714724,1,Y
9279865,18,Y
7602453,18,Y
8396062,18,Y
7117178,16,Y
6230245,18,Y
5450881,18,Y
10537528,18,Y
6310866,17,Y
6941075,17,Y
5112410,11,Y
9827087,17,Y
5510843,13,Y
9716358,17,Y
5305237,17,Y
5560691,18,Y
8006773,18,Y
6114403,14,Y
5977984,17,Y
9726699,15,Y
7841434,17,Y
11200191,17,Y
7268500,18,Y
9784590,15,Y
8328376,18,Y
10548172,15,Y
9453114,18,Y
10471914,18,Y
8373837,15,Y
6794650,17,Y
9641112,14,Y
6780052,18,Y
8310243,18,Y
9550886,18,Y
9655422,17,Y
7105691,17,Y
12306497,18,Y
12020590,18,Y
6863683,1,Y
8673358,17,Y
6231451,17,Y
8547338,17,Y
2985022,18,Y
9153754,4,Y
