kic,fits_count,download
9892856,17,Y
5726910,17,Y
8044608,17,Y
8240617,17,Y
4753561,14,Y
10395543,17,Y
10387792,17,Y
8233326,18,Y
7199935,17,Y
9097892,18,Y
7199906,17,Y
7967517,17,Y
9832379,17,Y
2856960,17,Y
8016211,1,Y
8872048,9,Y
4815520,14,Y
10395381,17,Y
8016214,17,Y
6184894,14,Y
8259713,17,Y
10264202,17,Y
2852560,17,Y
6939913,17,Y
7282008,14,Y
10268903,8,Y
10268907,14,Y
7282042,18,Y
6190535,14,Y
4386607,11,Y
9893278,17,Y
8244947,17,Y
3098197,17,Y
3098194,17,Y
3098184,14,Y
12555140,17,Y
10356840,14,Y
2997455,17,Y
8240123,14,Y
10356124,15,Y
8240109,18,Y
11616663,17,Y
11616631,17,Y
10352333,14,Y
8039892,17,Y
8039925,17,Y
3117046,17,Y
7285616,18,Y
9873004,17,Y
6209225,17,Y
2852528,14,Y
1572948,2,Y
8813404,18,Y
7335713,18,Y
4845862,14,Y
1722276,17,Y
7971389,17,Y
4352168,17,Y
5683219,14,Y
11200405,8,Y
11200415,18,Y
6887030,17,Y
2833632,18,Y
6887321,17,Y
9838582,6,Y
5705819,17,Y
8823868,18,Y
8823893,17,Y
9838608,17,Y
9166700,18,Y
9844088,14,Y
9162741,18,Y
8827930,17,Y
8004903,9,Y
2013883,18,Y
6929841,13,Y
8005002,18,Y
4370527,14,Y
7285673,17,Y
2140389,14,Y
7353970,17,Y
6956136,18,Y
12736658,17,Y
8264402,17,Y
2019076,15,Y
4384793,11,Y
7215678,17,Y
4384675,14,Y
4384652,14,Y
9164003,16,Y
3340312,17,Y
7816935,17,Y
3340313,8,Y
9783760,14,Y
5602409,12,Y
3344419,17,Y
3344427,8,Y
8812045,17,Y
7215603,18,Y
4446859,17,Y
6869184,17,Y
8822585,18,Y
5475431,17,Y
10290447,5,Y
4172805,14,Y
7210749,17,Y
11521048,17,Y
8826168,17,Y
9149789,17,Y
3248696,14,Y
6070337,14,Y
8246781,17,Y
6880123,17,Y
7866914,17,Y
7866921,17,Y
11075737,15,Y
1871483,16,Y
4349935,17,Y
4357985,17,Y
4948730,17,Y
6974658,17,Y
11601633,14,Y
4989057,13,Y
6182019,11,Y
10360722,14,Y
8197560,10,Y
9173014,18,Y
9209981,17,Y
3438975,18,Y
6186964,10,Y
8934495,17,Y
5536715,17,Y
9761199,17,Y
3428468,17,Y
3428359,18,Y
8183911,17,Y
7917068,18,Y
4940438,12,Y
4373195,15,Y
4940376,12,Y
8802165,17,Y
10340228,17,Y
10340212,16,Y
8179325,14,Y
5563937,14,Y
7009548,18,Y
8179286,17,Y
11568224,17,Y
11072016,14,Y
9776794,5,Y
3241662,17,Y
3241647,17,Y
3241619,18,Y
9216231,17,Y
9209808,17,Y
10332883,17,Y
4995716,14,Y
3428127,14,Y
11032748,17,Y
5564082,18,Y
9775385,18,Y
3241604,14,Y
4274548,11,Y
3438507,17,Y
7900450,17,Y
1297263,8,Y
6146418,18,Y
11465651,17,Y
10332789,17,Y
8179190,17,Y
3356193,11,Y
3356156,14,Y
7300182,17,Y
4953262,18,Y
11046025,14,Y
5461440,14,Y
6962901,18,Y
11601597,15,Y
10296163,15,Y
6974867,18,Y
9181402,17,Y
10295951,15,Y
9181340,17,Y
6116605,17,Y
5470739,17,Y
11465658,17,Y
5552808,18,Y
7345136,8,Y
6928906,14,Y
4909707,18,Y
4178389,14,Y
11134079,17,Y
9717943,18,Y
6207053,17,Y
9717958,17,Y
3232859,17,Y
5526527,17,Y
6922203,17,Y
6206751,18,Y
10397315,17,Y
9109857,18,Y
9099773,17,Y
12647577,17,Y
4249611,14,Y
7891264,1,Y
6199864,17,Y
6195669,17,Y
9099607,17,Y
4851356,14,Y
4851338,14,Y
10384962,17,Y
6934587,18,Y
12735740,18,Y
11017094,14,Y
3448456,14,Y
9761573,1,Y
5015913,15,Y
5552562,14,Y
11465813,14,Y
6195792,14,Y
9222516,17,Y
2019199,17,Y
3439126,17,Y
6182508,10,Y
7021534,17,Y
3438976,17,Y
3439031,18,Y
7021177,16,Y
3439096,14,Y
7017437,18,Y
6200529,17,Y
11558217,18,Y
7017372,1,Y
3443582,10,Y
3443790,18,Y
9753154,18,Y
10266852,18,Y
10385708,18,Y
10385682,17,Y
7025851,2,Y
5544903,7,Y
12302391,17,Y
4172746,11,Y
9771920,17,Y
8822366,18,Y
8822421,17,Y
6147122,18,Y
6146838,18,Y
8826007,17,Y
9775253,1,Y
7816665,14,Y
7816680,16,Y
5563300,17,Y
4928119,11,Y
10266860,18,Y
6200612,17,Y
5530882,17,Y
11601972,14,Y
9716391,14,Y
4996057,18,Y
8939211,17,Y
4372961,14,Y
8938937,17,Y
9088780,9,Y
4366323,17,Y
4948863,17,Y
8242681,17,Y
9094763,14,Y
5474733,17,Y
11015108,18,Y
12458817,17,Y
5008501,17,Y
3228988,17,Y
3228986,17,Y
6973796,14,Y
3228959,17,Y
3228945,14,Y
6211812,16,Y
8230809,13,Y
3219995,17,Y
7900100,16,Y
7900114,17,Y
10281221,17,Y
9216810,18,Y
9216775,17,Y
12252732,18,Y
4949027,14,Y
6200715,17,Y
6200709,8,Y
6131130,16,Y
8175131,14,Y
12353633,18,Y
11465950,17,Y
11015323,17,Y
11465869,18,Y
8234889,17,Y
8882847,18,Y
4851464,11,Y
6938264,17,Y
9099950,17,Y
6879865,17,Y
9110346,15,Y
9110357,18,Y
8242350,18,Y
8242434,18,Y
6934291,17,Y
9110610,18,Y
3228825,18,Y
3228824,14,Y
3228804,17,Y
7886329,18,Y
12602999,18,Y
3228740,17,Y
6946681,18,Y
6946708,17,Y
10266615,17,Y
3219643,17,Y
5008245,1,Y
9723746,14,Y
7287028,17,Y
6200235,17,Y
8894646,17,Y
7286911,17,Y
5530881,17,Y
11137180,17,Y
8878187,8,Y
4269252,15,Y
10329196,18,Y
8848288,18,Y
11092040,17,Y
7831363,1,Y
7350067,17,Y
11506654,17,Y
3336283,17,Y
6921944,17,Y
11100657,11,Y
11100670,9,Y
3327993,17,Y
3327992,14,Y
3327980,17,Y
7345335,17,Y
7841368,17,Y
6117415,18,Y
3242039,17,Y
7345248,18,Y
9142334,17,Y
3249334,14,Y
8256049,17,Y
8256044,8,Y
10321972,4,Y
2164169,17,Y
10321927,14,Y
9142225,17,Y
5475042,17,Y
8255887,17,Y
9712350,17,Y
4902673,13,Y
7336754,17,Y
5475494,17,Y
10290021,15,Y
6145201,18,Y
4366923,18,Y
10294613,14,Y
9777090,1,Y
9777089,16,Y
6140059,17,Y
3448130,17,Y
9777062,18,Y
9119652,1,Y
8218274,17,Y
3218844,16,Y
8197343,17,Y
5725087,18,Y
8802693,17,Y
7018210,17,Y
12835139,18,Y
7282470,18,Y
1718958,18,Y
5738346,14,Y
8192911,14,Y
5738496,17,Y
5738506,8,Y
8183288,17,Y
11138155,17,Y
11296205,17,Y
6876575,18,Y
8178616,17,Y
11520465,17,Y
9813499,17,Y
10272389,17,Y
8823397,18,Y
7258902,4,Y
6116035,17,Y
9147012,5,Y
9147029,17,Y
4274816,14,Y
11601425,14,Y
9159242,17,Y
6975615,17,Y
9159265,17,Y
9159275,17,Y
3241248,18,Y
7832356,14,Y
6206214,17,Y
9153554,16,Y
5686974,13,Y
3248332,15,Y
8912730,17,Y
11076279,9,Y
11076276,14,Y
5653163,8,Y
11601357,11,Y
9159198,17,Y
12644020,17,Y
8229696,17,Y
4284980,13,Y
8935352,4,Y
5697628,17,Y
4285087,14,Y
4285107,14,Y
8229458,17,Y
5702939,17,Y
3236705,17,Y
9765975,17,Y
8223655,17,Y
11093335,18,Y
11093538,7,Y
9153570,17,Y
5621586,14,Y
9093566,18,Y
8826878,17,Y
9180282,18,Y
8233802,17,Y
6191945,1,Y
11199725,16,Y
4252322,17,Y
3248019,12,Y
3248033,15,Y
4252226,17,Y
7905106,18,Y
6198999,17,Y
10332213,17,Y
9762519,17,Y
9762514,17,Y
9180566,17,Y
10338624,18,Y
8890417,17,Y
8229361,17,Y
7200301,17,Y
11231334,15,Y
10320341,17,Y
11612241,17,Y
7837302,17,Y
4262040,18,Y
6956014,18,Y
8223445,16,Y
10294608,15,Y
7842610,17,Y
8223328,18,Y
10294509,14,Y
10294465,13,Y
11235323,15,Y
6153672,17,Y
6199056,18,Y
8883727,17,Y
8241258,17,Y
6934986,17,Y
9087580,17,Y
3348093,8,Y
9715631,17,Y
3348090,18,Y
11152511,14,Y
7910148,17,Y
5638699,17,Y
10384298,18,Y
5647008,17,Y
7918478,14,Y
12469800,17,Y
11498128,14,Y
7918652,18,Y
6220470,17,Y
5653795,17,Y
6947164,17,Y
6220312,17,Y
12470041,18,Y
5653849,17,Y
4179201,14,Y
12506770,17,Y
7938883,1,Y
9209183,17,Y
9728465,15,Y
7204073,18,Y
11494130,15,Y
8878681,18,Y
6205897,17,Y
10339000,17,Y
12554051,9,Y
5653152,16,Y
11612280,17,Y
4940203,14,Y
6206470,17,Y
7259249,17,Y
7259298,17,Y
12643582,8,Y
10384798,17,Y
8234477,17,Y
9727765,15,Y
6206559,18,Y
7841986,17,Y
3241344,17,Y
8812360,17,Y
8241736,17,Y
10389280,18,Y
11092783,17,Y
9153823,17,Y
6199716,14,Y
6199702,17,Y
6869373,17,Y
7222086,18,Y
4384909,11,Y
11127479,15,Y
12647757,17,Y
9761615,17,Y
10354039,14,Y
9137257,17,Y
10353968,14,Y
12735793,18,Y
9761882,17,Y
12735830,17,Y
7877496,17,Y
6186182,13,Y
9772531,17,Y
4927734,15,Y
4927738,15,Y
5653072,18,Y
3340070,17,Y
6103049,13,Y
11076176,14,Y
5479802,14,Y
4935172,14,Y
3335813,17,Y
3335816,18,Y
5479717,14,Y
3241557,17,Y
6109688,18,Y
7282872,17,Y
5475641,17,Y
4940201,14,Y
9172506,18,Y
3340165,17,Y
9163674,16,Y
7009828,17,Y
8255058,18,Y
12459913,17,Y
10272858,18,Y
8254882,18,Y
9159288,2,Y
9159461,18,Y
11082795,17,Y
6069674,17,Y
12506342,16,Y
12506351,18,Y
12506417,18,Y
9159301,18,Y
7272132,14,Y
3248501,14,Y
8806072,17,Y
3223433,17,Y
4902202,13,Y
12834874,17,Y
3348285,17,Y
7918217,18,Y
7918172,17,Y
10272640,14,Y
3348216,17,Y
11038580,8,Y
8265520,3,Y
7200485,17,Y
9775475,6,Y
8174625,17,Y
4243911,17,Y
4851145,14,Y
11021266,11,Y
1849702,17,Y
9784230,6,Y
6946985,18,Y
2157247,17,Y
7938468,18,Y
10265602,16,Y
7938496,16,Y
7938499,17,Y
6947062,14,Y
3343866,17,Y
6068947,18,Y
4261960,14,Y
8883593,17,Y
8262223,18,Y
10396708,17,Y
8262210,16,Y
4826110,17,Y
11046458,14,Y
6955671,14,Y
9784222,14,Y
3427776,17,Y
11021252,14,Y
7204233,14,Y
5564247,14,Y
3448323,16,Y
6145939,8,Y
8211824,10,Y
6880517,14,Y
6880531,17,Y
4902030,13,Y
9776907,8,Y
8197406,18,Y
10328458,17,Y
5596440,14,Y
7891294,8,Y
4178606,15,Y
9093859,17,Y
8866102,18,Y
3437739,17,Y
4851283,6,Y
5731623,14,Y
4851239,15,Y
4851217,15,Y
8193315,17,Y
4851195,14,Y
11506235,17,Y
6929016,13,Y
7900695,17,Y
9087853,17,Y
8866137,17,Y
7900727,17,Y
8183389,17,Y
5737869,17,Y
6343576,14,Y
5597361,13,Y
7281694,17,Y
9592621,6,Y
3766353,14,Y
3830820,17,Y
5041847,17,Y
9474483,14,Y
9474485,17,Y
9474493,17,Y
6387887,4,Y
7549209,17,Y
10730070,17,Y
9592579,17,Y
9592575,14,Y
6387969,18,Y
5042210,18,Y
8411947,9,Y
6590726,17,Y
3762468,14,Y
7537660,17,Y
7588436,18,Y
10817600,15,Y
9595827,17,Y
3757590,14,Y
3757588,14,Y
11818800,17,Y
9472074,17,Y
10844890,14,Y
3757521,15,Y
6594972,17,Y
3757407,15,Y
5193077,15,Y
3968809,14,Y
11818607,17,Y
7543649,14,Y
5294945,17,Y
8557246,16,Y
5268955,18,Y
5095082,17,Y
9395024,17,Y
4164393,14,Y
8510197,18,Y
8429415,18,Y
8429450,18,Y
3859363,14,Y
5294739,17,Y
11875734,17,Y
9406990,17,Y
9536108,17,Y
5098757,18,Y
9536048,17,Y
11875511,17,Y
10753394,15,Y
8429314,14,Y
9394953,18,Y
6543192,17,Y
9394920,4,Y
5272878,17,Y
4164511,15,Y
5090803,18,Y
6432059,17,Y
5090690,18,Y
7584778,17,Y
11858541,17,Y
3846515,4,Y
6425597,12,Y
6421137,14,Y
7552344,17,Y
11924426,17,Y
10845188,17,Y
7605600,8,Y
10751908,14,Y
7529266,17,Y
12116380,17,Y
6681546,17,Y
9406892,17,Y
11912916,17,Y
11912932,17,Y
11912941,17,Y
7468295,17,Y
6677267,18,Y
6681473,18,Y
11912987,18,Y
11913012,17,Y
3853673,17,Y
11913052,15,Y
11913071,18,Y
11912911,17,Y
6681618,17,Y
5295206,17,Y
4077252,15,Y
5098444,17,Y
8417078,18,Y
7461314,17,Y
7461307,17,Y
5098334,18,Y
5301955,17,Y
9394768,17,Y
3835670,17,Y
5302006,17,Y
9394762,17,Y
5179609,18,Y
7541502,18,Y
9389245,18,Y
11913072,17,Y
6677256,14,Y
8495232,18,Y
11969092,17,Y
8462258,14,Y
10875937,9,Y
7629518,17,Y
4055304,17,Y
9529733,1,Y
10865043,17,Y
8574270,17,Y
3859151,14,Y
4044005,18,Y
6612411,18,Y
11805075,14,Y
8561192,2,Y
5019567,15,Y
6608090,18,Y
6629332,17,Y
6452742,17,Y
5129453,16,Y
3934657,17,Y
6629588,17,Y
5264304,14,Y
9418994,15,Y
7664272,17,Y
10880507,14,Y
5122112,17,Y
5269407,17,Y
6635813,17,Y
5269467,17,Y
7670617,17,Y
10905746,9,Y
4067925,13,Y
4072526,14,Y
6691169,14,Y
9533489,17,Y
8628973,17,Y
7582691,14,Y
6432345,17,Y
9543302,14,Y
3972432,14,Y
3847138,17,Y
11818872,18,Y
3972391,15,Y
11906217,14,Y
8552607,17,Y
10802364,17,Y
9481235,6,Y
10798838,17,Y
8429566,17,Y
9535881,17,Y
9535876,17,Y
5272571,18,Y
3836522,17,Y
3836509,17,Y
3836453,18,Y
3836450,18,Y
8418018,17,Y
3836439,18,Y
3836413,17,Y
3836399,17,Y
3836375,16,Y
8560840,17,Y
8560861,18,Y
8560927,18,Y
10753734,15,Y
8560940,17,Y
8413968,18,Y
6594945,18,Y
7677005,18,Y
8552587,17,Y
10747162,14,Y
5091075,18,Y
5090937,18,Y
6468138,18,Y
10854768,17,Y
3863877,14,Y
6501635,13,Y
5091016,16,Y
11852982,14,Y
8552583,17,Y
11858741,8,Y
5095269,18,Y
11858748,16,Y
6507334,17,Y
3867794,11,Y
5199978,13,Y
9529148,17,Y
7532973,18,Y
8444868,17,Y
8545603,14,Y
3964109,14,Y
5084171,16,Y
9531993,9,Y
3859628,11,Y
5255552,13,Y
9390228,17,Y
8444552,17,Y
3854101,14,Y
9532052,13,Y
8435247,14,Y
8435232,18,Y
6448768,17,Y
5263802,18,Y
9576197,17,Y
5286786,14,Y
4037163,8,Y
10854555,16,Y
11825057,10,Y
6670742,14,Y
8612847,17,Y
6670610,13,Y
4076976,14,Y
10854546,17,Y
8483021,16,Y
4037164,17,Y
9513168,4,Y
5200084,15,Y
8483241,17,Y
8483258,16,Y
6511182,17,Y
10709622,17,Y
9521317,18,Y
10734441,17,Y
8479386,17,Y
9419020,13,Y
9529294,17,Y
10813132,14,Y
11913073,18,Y
10813078,3,Y
7602070,17,Y
3867593,15,Y
7601918,17,Y
9532117,18,Y
9532123,4,Y
7670485,17,Y
8622875,17,Y
4143755,18,Y
10798605,17,Y
11817750,18,Y
4072333,14,Y
9512981,17,Y
10735331,18,Y
3831053,17,Y
4043443,17,Y
3762750,13,Y
8397675,18,Y
8569819,18,Y
6421188,13,Y
8397446,10,Y
3762553,14,Y
9583881,17,Y
5301093,14,Y
10844823,17,Y
3757778,11,Y
4055092,17,Y
7661409,17,Y
6612284,14,Y
4072271,15,Y
3751118,17,Y
6612327,17,Y
10730250,17,Y
6615600,14,Y
8506766,17,Y
11972666,17,Y
3747262,17,Y
5192660,14,Y
7613620,16,Y
3742855,17,Y
4067549,14,Y
6629156,17,Y
9490653,17,Y
8491277,17,Y
10934674,14,Y
4138008,17,Y
5184144,17,Y
8575061,14,Y
10979716,17,Y
9471755,18,Y
6688318,18,Y
7369523,17,Y
8587439,17,Y
4047631,17,Y
5097856,17,Y
10935310,15,Y
5097868,17,Y
10965008,14,Y
9388557,18,Y
7385387,14,Y
11773328,17,Y
7385478,18,Y
7366065,17,Y
7366036,18,Y
5080652,13,Y
5080565,4,Y
4061149,17,Y
10989620,14,Y
11722217,16,Y
5039687,17,Y
6531143,14,Y
5039441,18,Y
6551106,17,Y
11709423,14,Y
9455677,17,Y
5022828,15,Y
10881457,11,Y
4138951,17,Y
7466863,17,Y
7385509,16,Y
9397862,17,Y
7501646,14,Y
11856178,15,Y
8524110,17,Y
6595662,17,Y
9451096,18,Y
9451127,17,Y
5022900,11,Y
10877024,15,Y
4144873,5,Y
9397900,17,Y
9459162,18,Y
4144576,17,Y
10861715,17,Y
10861608,17,Y
5033823,18,Y
4138557,18,Y
6599305,17,Y
5174677,2,Y
8524346,17,Y
5174492,18,Y
3954227,14,Y
8546542,17,Y
9412267,17,Y
6612973,18,Y
6613006,18,Y
9409493,2,Y
8553788,18,Y
11972872,17,Y
10928043,17,Y
11968514,18,Y
11968513,14,Y
11968490,17,Y
6630943,17,Y
9450647,18,Y
11673802,18,Y
11673686,18,Y
8605074,15,Y
9455526,18,Y
6545358,16,Y
8610483,17,Y
10866969,17,Y
6545051,17,Y
6545018,17,Y
8604993,17,Y
4147171,17,Y
10862284,14,Y
4056616,18,Y
4056579,17,Y
5039228,17,Y
11757422,17,Y
11757451,17,Y
8613769,17,Y
4069063,14,Y
5022440,14,Y
4073707,11,Y
4073730,15,Y
4078311,14,Y
9415108,17,Y
5172274,18,Y
6599919,17,Y
6599949,17,Y
6599975,17,Y
9411943,17,Y
4139254,18,Y
5126932,17,Y
5126627,16,Y
9405595,17,Y
5120225,18,Y
5080346,13,Y
5088591,17,Y
8578780,17,Y
7436177,2,Y
6591789,17,Y
11673674,17,Y
9417931,15,Y
4147444,18,Y
4157052,16,Y
4165473,14,Y
6610064,17,Y
10922659,14,Y
6610219,18,Y
7451315,14,Y
8542879,17,Y
6619815,17,Y
8553907,18,Y
7436215,17,Y
3965201,15,Y
11763910,17,Y
11624249,17,Y
9392702,10,Y
3965326,14,Y
5105886,15,Y
6664842,17,Y
6672229,12,Y
11773174,18,Y
3969687,15,Y
7427764,17,Y
3973504,13,Y
3973549,14,Y
5097470,17,Y
5097454,14,Y
10979952,17,Y
4077901,14,Y
5040077,9,Y
3765771,14,Y
11962284,17,Y
12109845,5,Y
10905911,9,Y
8429014,17,Y
8570210,18,Y
5128966,14,Y
9418508,1,Y
9418619,15,Y
10876237,15,Y
4037428,18,Y
12105785,18,Y
9429631,17,Y
8443527,18,Y
8561231,17,Y
5174920,18,Y
5128673,17,Y
7674050,15,Y
6629993,17,Y
9412623,17,Y
7366501,17,Y
5113146,3,Y
6636020,14,Y
5113053,4,Y
5110683,11,Y
6677415,17,Y
7541746,18,Y
4055765,18,Y
5110453,14,Y
6681687,17,Y
9394605,8,Y
9394601,14,Y
7583650,17,Y
8443812,17,Y
11804952,14,Y
5040223,17,Y
5196851,15,Y
5041569,14,Y
10971944,17,Y
9474222,17,Y
9474232,17,Y
5196864,13,Y
7439316,17,Y
7447895,17,Y
9451521,17,Y
10964265,7,Y
7448023,16,Y
6543683,17,Y
6543682,16,Y
6543674,17,Y
6543645,18,Y
5208962,17,Y
7599004,2,Y
11826400,18,Y
5215251,14,Y
7428316,17,Y
5025294,14,Y
11818566,17,Y
8479107,17,Y
10991989,15,Y
10992011,14,Y
9456281,17,Y
7622059,17,Y
7386391,17,Y
3964545,12,Y
3964562,15,Y
7630229,17,Y
7386200,17,Y
11973517,17,Y
8613218,17,Y
10958972,17,Y
8570333,17,Y
4055774,16,Y
8574794,17,Y
6636320,17,Y
5110423,13,Y
7369865,17,Y
12157983,17,Y
5121173,18,Y
9480535,14,Y
3973002,14,Y
5121511,18,Y
12120484,17,Y
9412445,17,Y
9412462,17,Y
10907307,14,Y
5106313,14,Y
6685403,17,Y
6685526,17,Y
5094412,17,Y
9480310,11,Y
4060815,18,Y
6685646,17,Y
10964747,14,Y
5094301,18,Y
4068391,11,Y
4072955,14,Y
4073017,14,Y
8613338,18,Y
5083138,17,Y
4073089,2,Y
8613446,2,Y
4077767,11,Y
10907132,13,Y
5166811,13,Y
8432249,17,Y
10989032,14,Y
9480398,15,Y
8505674,18,Y
12017109,17,Y
9472000,17,Y
12017140,17,Y
12021387,18,Y
5083252,17,Y
11870545,16,Y
10976412,18,Y
7609674,18,Y
4144231,14,Y
4144238,17,Y
8482513,16,Y
5034333,18,Y
10989274,14,Y
8546464,17,Y
9467404,18,Y
5025234,15,Y
5025217,15,Y
11825996,18,Y
4164994,11,Y
12069319,8,Y
8540376,2,Y
11821363,9,Y
12072872,18,Y
3954211,16,Y
8443265,14,Y
5018787,14,Y
6605493,17,Y
5174858,17,Y
6507427,17,Y
6507433,14,Y
3660924,14,Y
8564976,17,Y
7662209,17,Y
6525398,15,Y
8559589,17,Y
3851193,17,Y
3851194,17,Y
7668416,14,Y
3749134,17,Y
7672215,18,Y
5177104,17,Y
5177065,18,Y
11854636,14,Y
10794405,17,Y
8572168,16,Y
10794509,18,Y
10858785,17,Y
10858803,17,Y
9452897,16,Y
10858832,17,Y
5195172,14,Y
6515722,18,Y
9447166,17,Y
8544996,17,Y
6690171,14,Y
5288577,14,Y
5288570,14,Y
9489348,18,Y
10736489,18,Y
3764411,14,Y
3763724,11,Y
11905398,11,Y
11905409,14,Y
7672097,17,Y
9468551,14,Y
5281113,14,Y
11967004,17,Y
10801249,18,Y
9541567,15,Y
9534832,16,Y
5271637,18,Y
8611781,17,Y
6587105,13,Y
6614748,17,Y
10815677,14,Y
8617363,17,Y
10785538,15,Y
10711551,16,Y
6593150,17,Y
8621026,10,Y
10711913,15,Y
11807906,17,Y
6627507,18,Y
5281714,14,Y
11812062,17,Y
8589754,10,Y
8589731,17,Y
5181804,8,Y
11812199,17,Y
10809677,14,Y
9574614,17,Y
9468717,18,Y
8581658,18,Y
10810838,14,Y
9579789,17,Y
9579860,18,Y
3860441,14,Y
8581232,17,Y
10732401,9,Y
7619667,17,Y
11858979,1,Y
8607720,18,Y
10794242,17,Y
7539277,17,Y
6611779,17,Y
5201593,14,Y
5289857,14,Y
6607447,17,Y
7592922,17,Y
8590776,17,Y
6422367,13,Y
3857860,15,Y
5285607,15,Y
3936061,17,Y
7523542,17,Y
11966253,17,Y
9580167,14,Y
8612291,1,Y
6383821,17,Y
6614926,17,Y
757450,17,Y
10810859,11,Y
11824218,16,Y
11824222,17,Y
3869326,15,Y
10815916,14,Y
6634112,17,Y
6634133,17,Y
3851134,18,Y
3851130,17,Y
6521542,17,Y
6521526,14,Y
10816107,14,Y
8590780,18,Y
6428794,17,Y
6470149,17,Y
11918482,2,Y
11923074,17,Y
7659389,14,Y
9410799,1,Y
6548447,18,Y
6548429,17,Y
5254230,13,Y
8526387,14,Y
8583696,17,Y
5271090,17,Y
7625138,18,Y
7625143,17,Y
9517242,17,Y
6469946,16,Y
3758922,14,Y
8508126,17,Y
11923213,17,Y
3838486,17,Y
3838496,8,Y
5260419,15,Y
8625408,18,Y
11811193,18,Y
11954842,15,Y
3848275,16,Y
6587796,14,Y
5266937,17,Y
8572936,17,Y
10848459,14,Y
3851949,17,Y
5271803,17,Y
3941219,18,Y
11970050,17,Y
6603043,18,Y
3869014,14,Y
11959569,18,Y
3865298,1,Y
8590527,18,Y
11868122,16,Y
9579606,17,Y
9532997,4,Y
11970988,17,Y
6675757,17,Y
5265982,18,Y
5253802,13,Y
5181817,18,Y
6593363,18,Y
11873166,18,Y
11873171,17,Y
10801100,17,Y
11966668,17,Y
10858504,17,Y
9579499,17,Y
7581535,17,Y
5298620,16,Y
5271608,14,Y
8548403,17,Y
6680177,17,Y
9574179,17,Y
9574158,17,Y
6547322,17,Y
9541295,15,Y
9541322,14,Y
8548427,17,Y
8548454,17,Y
10843203,14,Y
9552608,18,Y
10849244,15,Y
11966643,18,Y
9527915,17,Y
3865595,14,Y
7668648,17,Y
6611330,14,Y
5211922,17,Y
9593757,7,Y
9509223,18,Y
9509207,18,Y
7522911,17,Y
11922290,17,Y
10795103,18,Y
8625813,14,Y
8625821,17,Y
10777591,18,Y
8625925,17,Y
9596820,17,Y
6614629,18,Y
8621348,17,Y
5212220,18,Y
8519253,17,Y
11904835,14,Y
9516728,17,Y
5217574,14,Y
5217586,17,Y
6606934,17,Y
7662502,17,Y
5217733,14,Y
5185765,18,Y
7531677,17,Y
10794974,18,Y
11959893,18,Y
3936658,18,Y
11904734,14,Y
11904704,14,Y
5288744,14,Y
8555967,17,Y
8565266,17,Y
3752110,17,Y
11966557,2,Y
7662744,17,Y
11970288,18,Y
11910670,17,Y
9509343,17,Y
6621116,17,Y
11905011,15,Y
6693640,17,Y
8582291,17,Y
7593110,14,Y
8527297,17,Y
5262539,17,Y
10733174,18,Y
7626370,17,Y
6603756,17,Y
7668663,18,Y
6603765,17,Y
10745365,14,Y
11922648,17,Y
11922678,18,Y
8625732,17,Y
11922722,17,Y
11922778,17,Y
11922782,18,Y
8608490,17,Y
5217891,17,Y
5218014,17,Y
6606669,15,Y
6606653,17,Y
3865567,14,Y
5211631,18,Y
10727668,4,Y
7597005,17,Y
11811382,17,Y
9579753,14,Y
3847907,17,Y
9541163,14,Y
9541144,14,Y
3833007,17,Y
9541094,14,Y
11854061,14,Y
9541089,14,Y
8556077,17,Y
8559863,18,Y
11853905,15,Y
8559796,18,Y
10809888,14,Y
10858737,18,Y
3838004,18,Y
6679504,16,Y
11811454,18,Y
3832716,18,Y
11860294,18,Y
11860395,17,Y
9582496,17,Y
6679295,14,Y
9591070,17,Y
9593759,6,Y
3848083,14,Y
7619236,17,Y
9593773,16,Y
6583107,12,Y
6666233,17,Y
9593795,14,Y
8548069,17,Y
3847708,17,Y
10744335,14,Y
5181455,17,Y
8560475,7,Y
6590362,17,Y
3859890,14,Y
6590307,16,Y
11855538,15,Y
3764714,15,Y
11824786,17,Y
11824578,18,Y
8552500,17,Y
5195945,12,Y
9390653,17,Y
11819135,2,Y
10779233,18,Y
6521174,17,Y
8552565,18,Y
8458207,17,Y
8560804,18,Y
5042785,18,Y
10717220,14,Y
9474969,18,Y
10801951,17,Y
5035972,17,Y
9520838,17,Y
5213811,17,Y
8566113,18,Y
5213902,17,Y
6604328,17,Y
7658229,4,Y
6468337,18,Y
10811496,14,Y
6461850,14,Y
11874577,17,Y
8552540,18,Y
8552498,18,Y
11918793,3,Y
8509361,17,Y
6680911,17,Y
11872139,18,Y
10799291,17,Y
5282437,11,Y
8509442,16,Y
11872364,17,Y
9569866,17,Y
7671594,17,Y
6426592,13,Y
8517303,18,Y
10713616,18,Y
6670075,14,Y
5297298,18,Y
10813841,11,Y
10793576,4,Y
5113809,14,Y
9575728,17,Y
7537945,17,Y
5111801,15,Y
8521059,17,Y
11853255,14,Y
11853130,14,Y
3940418,17,Y
5103998,14,Y
5103942,14,Y
10748621,14,Y
9401997,17,Y
3755522,15,Y
10751515,11,Y
6525106,17,Y
5183357,17,Y
6461675,15,Y
10847721,15,Y
5255259,12,Y
11967872,14,Y
9594184,11,Y
6676725,17,Y
6528141,17,Y
11909686,17,Y
7592339,18,Y
8507073,17,Y
7620844,17,Y
8429668,18,Y
